Kredi Başvuru No,Müşteri No,Bakmakla Yükümlü Sayısı,Eğitim Durumu,Serbest Çalışan mı,Yıllık Gelir,Talep Edilen Kredi Tutarı,Kredi Vadesi (Ay),Kredi Notu,Konut Varlık Değeri,Ticari Varlık Değeri,Lüks Varlık Değeri,Banka Varlık Değeri,Kredi Kararı,Başvuru Tarihi
223,150,4,Lise Mezunu,Evet,3900000,12400000,12,473,6400000,4700000,13100000,3800000,Reddedildi,2024-10-06
224,132,4,Lisans Mezunu,Evet,4600000,11000000,2,491,9000000,4000000,16100000,3500000,Reddedildi,2024-08-20
225,888,3,Lise Mezunu,Evet,700000,1700000,8,733,1200000,800000,2400000,500000,Onaylandı,2024-05-16
226,304,0,Lise Mezunu,Hayır,5200000,15600000,20,434,14100000,5800000,18100000,5500000,Reddedildi,2024-08-06
227,266,3,Lise Mezunu,Evet,5900000,20600000,10,777,1900000,4600000,21200000,6400000,Onaylandı,2025-04-12
228,922,4,Lisans Mezunu,Hayır,7200000,19100000,4,774,9400000,7000000,17900000,3600000,Onaylandı,2024-07-01
229,88,1,Lise Mezunu,Evet,8700000,27000000,10,717,25500000,8600000,17500000,9100000,Onaylandı,2024-09-17
230,876,3,Lise Mezunu,Evet,1100000,3500000,12,503,3000000,400000,2200000,1200000,Reddedildi,2025-05-21
231,345,1,Lisans Mezunu,Evet,4000000,10900000,14,598,3600000,6600000,13600000,4400000,Onaylandı,2024-08-15
232,498,2,Lisans Mezunu,Hayır,9800000,32400000,2,543,24200000,17500000,25700000,7700000,Onaylandı,2024-06-21
233,170,0,Lise Mezunu,Evet,2700000,6800000,20,796,700000,4200000,7000000,1900000,Onaylandı,2024-11-02
234,422,3,Lise Mezunu,Evet,8800000,34600000,8,386,14800000,16500000,18400000,6000000,Reddedildi,2025-06-13
235,418,5,Lise Mezunu,Evet,3300000,7800000,16,632,8500000,500000,7100000,4900000,Onaylandı,2024-11-07
236,891,1,Lisans Mezunu,Evet,6900000,23400000,4,481,18700000,1100000,23400000,10200000,Onaylandı,2024-11-02
237,116,3,Lisans Mezunu,Evet,900000,3500000,4,770,700000,0,2000000,600000,Reddedildi,2025-01-18
238,202,3,Lisans Mezunu,Evet,4100000,15500000,6,667,2800000,1600000,14700000,4000000,Onaylandı,2025-06-10
239,484,3,Lise Mezunu,Evet,4700000,17500000,8,585,1200000,3100000,9600000,4900000,Onaylandı,2024-12-25
240,784,5,Lisans Mezunu,Evet,3400000,11600000,16,479,9200000,5700000,11200000,2400000,Reddedildi,2025-01-14
241,81,2,Lisans Mezunu,Hayır,9600000,22500000,18,851,7400000,16200000,24300000,12700000,Onaylandı,2025-04-10
242,891,3,Lise Mezunu,Evet,7000000,16200000,6,378,20000000,12600000,20300000,5500000,Reddedildi,2024-06-30
243,192,5,Lisans Mezunu,Hayır,5700000,12900000,18,807,4100000,900000,18600000,5500000,Onaylandı,2024-10-09
244,330,1,Lise Mezunu,Evet,8200000,32400000,18,831,22800000,12300000,17700000,7800000,Onaylandı,2025-08-12
245,964,2,Lise Mezunu,Hayır,2100000,5100000,12,674,2200000,3200000,6400000,2400000,Onaylandı,2025-01-10
246,27,1,Lise Mezunu,Evet,8000000,28100000,18,725,1900000,12800000,23000000,7500000,Onaylandı,2024-12-23
247,131,2,Lise Mezunu,Hayır,8000000,29300000,4,600,16500000,13200000,29400000,6500000,Onaylandı,2024-03-25
248,542,0,Lise Mezunu,Evet,9400000,27000000,10,536,4400000,1700000,33800000,4800000,Reddedildi,2024-07-21
249,982,0,Lisans Mezunu,Hayır,8400000,20600000,10,477,1500000,1500000,25000000,11900000,Reddedildi,2025-03-26
250,600,1,Lise Mezunu,Evet,1900000,5000000,6,560,1000000,1900000,6300000,1400000,Onaylandı,2024-08-27
251,963,0,Lise Mezunu,Evet,4200000,16400000,20,539,9500000,2100000,11400000,3100000,Reddedildi,2025-10-02
252,658,5,Lisans Mezunu,Hayır,2600000,9100000,8,852,3700000,700000,10300000,3300000,Onaylandı,2025-06-28
253,942,3,Lise Mezunu,Hayır,3700000,8500000,20,853,8300000,5700000,7500000,4900000,Onaylandı,2024-03-08
254,198,0,Lisans Mezunu,Hayır,8800000,30900000,12,729,1700000,700000,25700000,11400000,Onaylandı,2025-09-22
255,874,2,Lise Mezunu,Hayır,2100000,4700000,2,546,6000000,3200000,5700000,1500000,Reddedildi,2024-05-16
256,333,3,Lisans Mezunu,Evet,900000,2400000,10,489,800000,0,2800000,500000,Reddedildi,2024-10-09
257,359,3,Lisans Mezunu,Evet,9800000,35400000,6,869,14400000,16400000,22800000,10300000,Onaylandı,2025-05-22
258,967,2,Lise Mezunu,Hayır,8000000,20000000,2,502,4100000,2200000,31600000,9900000,Reddedildi,2025-05-13
259,331,0,Lisans Mezunu,Hayır,9800000,38800000,8,652,23200000,19000000,29700000,5400000,Onaylandı,2024-05-15
260,521,0,Lise Mezunu,Evet,300000,1100000,8,789,400000,100000,800000,400000,Onaylandı,2024-06-27
261,853,4,Lise Mezunu,Hayır,2700000,8100000,4,325,5000000,800000,9900000,3400000,Onaylandı,2024-08-16
262,987,3,Lisans Mezunu,Evet,7400000,19600000,2,716,4100000,8900000,29100000,4200000,Onaylandı,2025-10-09
263,669,3,Lisans Mezunu,Hayır,9200000,34300000,18,523,25600000,4000000,29100000,8800000,Reddedildi,2024-02-25
264,923,5,Lise Mezunu,Hayır,9500000,22200000,20,352,24500000,0,30800000,7000000,Reddedildi,2024-09-21
265,97,5,Lisans Mezunu,Evet,3800000,14400000,2,345,3300000,800000,13000000,4700000,Onaylandı,2025-08-01
266,334,0,Lisans Mezunu,Hayır,8300000,19400000,18,649,2500000,16100000,24300000,11300000,Onaylandı,2025-07-15
267,263,2,Lisans Mezunu,Evet,2800000,7400000,18,666,100000,2300000,6300000,3400000,Onaylandı,2024-10-02
268,820,0,Lisans Mezunu,Hayır,8600000,20900000,10,813,11300000,11900000,26000000,4800000,Onaylandı,2024-02-11
269,335,0,Lise Mezunu,Hayır,5400000,16800000,10,599,5300000,7400000,14500000,7600000,Onaylandı,2024-06-19
270,793,5,Lisans Mezunu,Evet,4200000,9400000,6,678,4700000,5500000,9900000,5700000,Onaylandı,2024-03-23
271,756,5,Lise Mezunu,Hayır,5200000,12200000,20,513,13400000,2000000,16800000,5400000,Reddedildi,2025-07-01
272,781,5,Lisans Mezunu,Hayır,9400000,27900000,4,870,1100000,200000,29500000,10400000,Onaylandı,2024-05-11
273,613,3,Lisans Mezunu,Hayır,8800000,20400000,8,483,3200000,11400000,28200000,11800000,Reddedildi,2025-08-16
274,441,1,Lisans Mezunu,Evet,5900000,16700000,16,308,5800000,8800000,19100000,5300000,Reddedildi,2024-05-05
275,284,3,Lisans Mezunu,Evet,1700000,4900000,16,591,4700000,1000000,4300000,1400000,Onaylandı,2024-02-02
276,768,1,Lise Mezunu,Hayır,7000000,23000000,10,886,14000000,3700000,26700000,3600000,Onaylandı,2025-01-29
277,621,4,Lise Mezunu,Hayır,1700000,4000000,6,829,0,1600000,5200000,1700000,Onaylandı,2025-06-08
278,285,0,Lise Mezunu,Hayır,1500000,4900000,12,651,1600000,2800000,4600000,800000,Onaylandı,2024-08-20
279,859,4,Lise Mezunu,Hayır,2000000,4700000,18,733,3700000,3700000,7000000,2800000,Onaylandı,2024-06-18
280,584,5,Lisans Mezunu,Evet,3900000,15500000,12,433,9500000,5400000,7900000,4600000,Reddedildi,2024-03-11
281,625,1,Lisans Mezunu,Evet,900000,3600000,14,713,1300000,1000000,1800000,1200000,Onaylandı,2025-08-08
282,247,1,Lisans Mezunu,Hayır,6900000,22500000,18,403,800000,8400000,16900000,6300000,Reddedildi,2025-10-31
283,30,0,Lisans Mezunu,Evet,2800000,7800000,10,405,7800000,2500000,7100000,3400000,Reddedildi,2025-07-15
284,314,3,Lisans Mezunu,Evet,6800000,19900000,10,516,16000000,6000000,26000000,8500000,Reddedildi,2025-08-06
285,27,4,Lise Mezunu,Evet,600000,1800000,8,417,1700000,700000,1800000,800000,Reddedildi,2024-10-06
286,992,1,Lise Mezunu,Hayır,4700000,14000000,6,468,11300000,1800000,10600000,4600000,Reddedildi,2024-03-27
287,21,5,Lisans Mezunu,Evet,3000000,11800000,10,672,8700000,3600000,9800000,4100000,Onaylandı,2024-08-05
288,729,5,Lise Mezunu,Hayır,4000000,13900000,6,530,6000000,5600000,12500000,6000000,Reddedildi,2024-01-19
289,606,1,Lise Mezunu,Evet,3100000,11300000,14,824,3700000,6000000,11000000,4400000,Onaylandı,2025-03-21
290,1,1,Lise Mezunu,Evet,7700000,25500000,12,549,18100000,10600000,20500000,7000000,Reddedildi,2024-12-01
291,76,5,Lise Mezunu,Evet,4300000,9300000,10,450,2100000,6700000,10000000,4100000,Reddedildi,2024-06-25
292,171,1,Lisans Mezunu,Evet,5800000,19500000,20,431,13800000,5000000,15600000,3300000,Reddedildi,2024-10-03
293,221,3,Lisans Mezunu,Evet,3600000,10700000,16,312,2300000,1600000,13100000,5200000,Reddedildi,2024-05-08
294,179,0,Lise Mezunu,Evet,2900000,7600000,8,320,8000000,5600000,9600000,3100000,Reddedildi,2025-07-07
295,678,0,Lisans Mezunu,Hayır,8800000,20200000,4,433,16000000,4200000,30500000,12400000,Reddedildi,2024-06-07
296,986,1,Lise Mezunu,Evet,300000,1000000,10,431,400000,500000,900000,100000,Reddedildi,2025-08-06
297,604,5,Lise Mezunu,Evet,8600000,28900000,8,516,9900000,1800000,30200000,6800000,Reddedildi,2024-06-09
298,715,2,Lise Mezunu,Evet,3500000,12000000,14,476,1100000,6800000,12400000,2900000,Reddedildi,2025-06-19
299,831,5,Lisans Mezunu,Hayır,800000,2600000,6,560,100000,200000,3000000,1000000,Onaylandı,2024-01-06
300,239,2,Lisans Mezunu,Hayır,8000000,27100000,12,674,14400000,400000,25300000,6400000,Onaylandı,2025-01-23
301,982,0,Lise Mezunu,Evet,9900000,38200000,6,573,17200000,10000000,20100000,5900000,Onaylandı,2024-05-24
302,638,2,Lise Mezunu,Hayır,3300000,6600000,6,331,6300000,2000000,8900000,2700000,Reddedildi,2025-08-09
303,668,4,Lisans Mezunu,Evet,2000000,6700000,12,633,100000,800000,4800000,2000000,Onaylandı,2024-03-30
304,754,3,Lise Mezunu,Hayır,4900000,12900000,18,877,1800000,7000000,17900000,3300000,Onaylandı,2025-09-05
305,696,5,Lise Mezunu,Evet,9200000,23600000,12,656,1400000,11200000,36400000,4900000,Onaylandı,2024-09-25
306,797,0,Lise Mezunu,Hayır,7500000,18200000,6,782,7400000,12000000,19800000,4100000,Onaylandı,2025-04-15
307,376,5,Lise Mezunu,Hayır,9000000,29300000,4,531,10400000,9500000,35500000,5800000,Onaylandı,2024-02-21
308,769,3,Lise Mezunu,Hayır,1400000,4100000,8,455,3000000,1400000,2900000,2100000,Reddedildi,2024-07-28
309,350,3,Lisans Mezunu,Hayır,9600000,19900000,14,452,4200000,16200000,28500000,6600000,Reddedildi,2025-10-07
310,876,2,Lisans Mezunu,Hayır,8400000,33200000,14,474,19600000,15000000,25400000,11500000,Reddedildi,2024-06-18
311,559,3,Lise Mezunu,Hayır,6400000,24400000,4,483,7800000,2400000,19100000,4500000,Onaylandı,2024-07-29
312,766,4,Lisans Mezunu,Hayır,5900000,16800000,8,481,6900000,11400000,19500000,3300000,Reddedildi,2024-03-26
313,962,2,Lisans Mezunu,Evet,2200000,5100000,20,859,3800000,1200000,6400000,3100000,Onaylandı,2024-09-12
314,840,4,Lisans Mezunu,Evet,5600000,14100000,14,696,9000000,9200000,16500000,6800000,Onaylandı,2024-02-19
315,384,4,Lise Mezunu,Hayır,9800000,28700000,6,778,16600000,7400000,29700000,11100000,Onaylandı,2024-12-04
316,443,4,Lisans Mezunu,Hayır,4400000,14600000,4,499,1300000,6500000,16100000,5700000,Onaylandı,2024-05-10
317,898,2,Lise Mezunu,Evet,2400000,4900000,4,888,6400000,4300000,5100000,3400000,Onaylandı,2025-01-17
318,212,1,Lisans Mezunu,Hayır,4400000,10800000,12,674,9600000,2700000,17200000,5300000,Onaylandı,2024-12-05
319,260,4,Lisans Mezunu,Hayır,3700000,13200000,4,802,9800000,2400000,12500000,4300000,Onaylandı,2024-02-20
320,343,4,Lise Mezunu,Evet,2300000,7800000,8,540,1500000,3400000,4700000,2800000,Reddedildi,2024-09-07
321,936,4,Lisans Mezunu,Evet,5900000,19600000,8,726,17400000,6800000,20100000,8000000,Onaylandı,2025-10-05
322,942,4,Lise Mezunu,Evet,6400000,23500000,2,485,7300000,2700000,23600000,3900000,Onaylandı,2024-09-24
323,443,4,Lisans Mezunu,Evet,4900000,17100000,6,612,1300000,7000000,19500000,5000000,Onaylandı,2025-02-18
324,569,3,Lise Mezunu,Evet,9500000,24200000,8,879,3100000,17200000,26400000,12700000,Onaylandı,2025-01-12
325,326,2,Lise Mezunu,Hayır,5700000,16400000,12,708,3700000,800000,15000000,4400000,Onaylandı,2025-04-18
326,879,2,Lise Mezunu,Evet,2700000,5700000,8,850,3500000,5000000,10500000,3900000,Onaylandı,2025-06-06
327,441,2,Lise Mezunu,Evet,3900000,11300000,12,516,3100000,0,10400000,4600000,Reddedildi,2025-05-15
328,559,0,Lise Mezunu,Hayır,7800000,28800000,12,465,4700000,7500000,28800000,7400000,Reddedildi,2024-04-11
329,392,0,Lisans Mezunu,Hayır,1100000,3200000,20,716,1800000,1400000,3600000,1500000,Onaylandı,2024-02-09
330,285,4,Lise Mezunu,Hayır,200000,600000,10,404,0,100000,400000,0,Reddedildi,2025-07-05
331,260,0,Lise Mezunu,Evet,4700000,10600000,20,512,8400000,4000000,12300000,7000000,Reddedildi,2025-07-11
332,666,3,Lise Mezunu,Evet,8200000,20600000,10,441,16100000,11400000,29100000,6100000,Reddedildi,2024-12-25
333,809,2,Lise Mezunu,Evet,4600000,18400000,2,555,7700000,2400000,14200000,4200000,Onaylandı,2025-07-03
334,85,5,Lise Mezunu,Hayır,1800000,7000000,18,466,2600000,2100000,6000000,1900000,Reddedildi,2024-04-09
335,51,3,Lisans Mezunu,Evet,3200000,8600000,2,427,3900000,1800000,7100000,4700000,Reddedildi,2024-11-24
336,642,4,Lise Mezunu,Evet,5500000,20000000,14,593,15100000,2700000,19900000,4900000,Onaylandı,2024-08-05
337,167,3,Lisans Mezunu,Hayır,7900000,18300000,10,731,4200000,3400000,22200000,8400000,Onaylandı,2024-08-10
338,27,1,Lisans Mezunu,Evet,4000000,10100000,16,451,7000000,3900000,14300000,3900000,Reddedildi,2024-09-28
339,4,3,Lise Mezunu,Evet,6800000,16900000,18,628,3600000,900000,15600000,4900000,Onaylandı,2025-08-01
340,301,1,Lise Mezunu,Hayır,2700000,9400000,18,704,5300000,2300000,6400000,2400000,Onaylandı,2024-09-07
341,237,2,Lise Mezunu,Hayır,6800000,23500000,12,341,19300000,11800000,14300000,8500000,Reddedildi,2024-09-12
342,987,5,Lisans Mezunu,Hayır,8600000,21000000,8,465,11700000,14900000,19500000,9900000,Reddedildi,2024-05-03
343,594,4,Lisans Mezunu,Hayır,8000000,30100000,4,431,11900000,13800000,18800000,11500000,Onaylandı,2024-12-19
344,975,1,Lisans Mezunu,Evet,3700000,12600000,10,424,5400000,1100000,14200000,4400000,Reddedildi,2025-08-20
345,596,0,Lisans Mezunu,Hayır,2600000,5100000,14,678,500000,1200000,6000000,3100000,Onaylandı,2024-07-08
346,174,4,Lisans Mezunu,Hayır,4200000,16800000,6,381,9600000,3800000,14800000,5900000,Reddedildi,2024-08-19
347,21,5,Lisans Mezunu,Evet,8000000,28000000,10,449,18500000,1500000,17400000,3900000,Reddedildi,2025-10-14
348,245,1,Lise Mezunu,Hayır,7100000,23500000,12,768,6400000,12100000,22400000,7300000,Onaylandı,2024-01-02
349,437,0,Lise Mezunu,Hayır,2000000,7000000,6,666,0,1200000,4300000,1400000,Reddedildi,2025-10-30
350,946,4,Lise Mezunu,Evet,5800000,13300000,14,742,16100000,9300000,16300000,7000000,Onaylandı,2025-03-26
351,642,3,Lise Mezunu,Evet,6700000,15800000,4,445,10500000,7600000,14100000,9100000,Reddedildi,2024-08-17
352,162,2,Lisans Mezunu,Hayır,7300000,28700000,14,634,5900000,3800000,21200000,10800000,Onaylandı,2024-01-27
353,651,4,Lise Mezunu,Hayır,3300000,9700000,14,782,2500000,0,10400000,2200000,Onaylandı,2024-08-31
354,864,0,Lisans Mezunu,Hayır,3000000,7000000,10,781,7200000,600000,11700000,2700000,Onaylandı,2024-08-03
355,500,4,Lise Mezunu,Hayır,7900000,17200000,14,318,14200000,9500000,23200000,9000000,Reddedildi,2024-10-22
356,919,5,Lise Mezunu,Hayır,7600000,24100000,18,721,21900000,11500000,22900000,7200000,Onaylandı,2025-05-28
357,612,5,Lise Mezunu,Hayır,3700000,9800000,4,563,9500000,5100000,11200000,3000000,Onaylandı,2024-04-21
358,954,2,Lise Mezunu,Hayır,8400000,26300000,4,419,22900000,7900000,29200000,6200000,Onaylandı,2024-10-15
359,198,0,Lisans Mezunu,Evet,8200000,20800000,14,372,3800000,100000,26100000,5200000,Reddedildi,2024-03-11
360,782,0,Lise Mezunu,Hayır,2900000,9500000,18,885,4300000,2300000,6500000,3500000,Onaylandı,2024-06-28
361,376,1,Lise Mezunu,Evet,9900000,38400000,12,596,10000000,9300000,36500000,6800000,Onaylandı,2025-06-28
362,921,0,Lisans Mezunu,Hayır,4400000,14100000,2,349,3300000,1300000,8800000,6200000,Onaylandı,2025-01-25
363,528,1,Lise Mezunu,Evet,9000000,32200000,16,468,4500000,16400000,28600000,10900000,Reddedildi,2024-10-22
364,545,3,Lise Mezunu,Evet,6800000,26900000,16,818,14700000,10400000,26300000,7300000,Onaylandı,2024-05-03
365,278,2,Lise Mezunu,Hayır,8700000,28000000,12,543,16900000,6000000,22900000,6700000,Reddedildi,2024-01-28
366,286,3,Lisans Mezunu,Hayır,9400000,21900000,16,685,8100000,5600000,34500000,5000000,Onaylandı,2024-02-22
367,221,3,Lise Mezunu,Evet,6000000,12500000,18,851,14600000,5000000,16800000,5000000,Onaylandı,2024-09-16
368,938,1,Lise Mezunu,Evet,9400000,29800000,10,377,24100000,18500000,30900000,11700000,Reddedildi,2024-03-02
369,153,0,Lise Mezunu,Evet,1000000,4000000,10,620,2400000,1300000,3700000,1100000,Onaylandı,2025-07-04
370,332,3,Lisans Mezunu,Evet,900000,2300000,20,611,600000,1500000,1900000,500000,Onaylandı,2025-04-30
371,474,4,Lise Mezunu,Hayır,2100000,7700000,4,767,1200000,1700000,6900000,1300000,Onaylandı,2024-06-23
372,114,5,Lisans Mezunu,Evet,1100000,3200000,20,592,3200000,700000,3500000,500000,Onaylandı,2025-10-19
373,146,0,Lisans Mezunu,Evet,600000,2300000,4,319,1600000,800000,2300000,700000,Onaylandı,2024-02-12
374,897,4,Lise Mezunu,Evet,9200000,25500000,10,900,9400000,10500000,27400000,12800000,Onaylandı,2024-11-21
375,542,2,Lise Mezunu,Evet,3600000,12800000,18,814,8600000,4100000,10300000,4100000,Onaylandı,2025-05-12
376,71,5,Lise Mezunu,Evet,1300000,5000000,10,755,2100000,2200000,4800000,1900000,Onaylandı,2024-09-12
377,206,5,Lisans Mezunu,Evet,7700000,16800000,20,584,8600000,4800000,23400000,8000000,Onaylandı,2024-08-13
378,923,4,Lisans Mezunu,Evet,9500000,23500000,14,380,22900000,6700000,25100000,7300000,Reddedildi,2025-05-11
379,284,2,Lise Mezunu,Evet,5000000,17600000,20,465,6200000,5200000,16500000,5200000,Reddedildi,2024-02-06
380,760,0,Lise Mezunu,Hayır,500000,1800000,2,531,1300000,500000,1900000,700000,Onaylandı,2024-07-29
381,412,1,Lisans Mezunu,Evet,8300000,32100000,16,814,18500000,2700000,28900000,7500000,Onaylandı,2024-04-18
382,227,0,Lisans Mezunu,Hayır,5300000,17900000,6,678,4700000,3900000,14400000,3600000,Onaylandı,2024-11-05
383,331,2,Lise Mezunu,Evet,9300000,29000000,12,655,7900000,6800000,29900000,4900000,Onaylandı,2024-12-16
384,152,3,Lise Mezunu,Hayır,2300000,7400000,2,682,6500000,2400000,7600000,2100000,Onaylandı,2025-10-08
385,712,1,Lise Mezunu,Hayır,400000,1300000,6,695,200000,500000,800000,100000,Onaylandı,2025-03-04
386,499,3,Lise Mezunu,Hayır,3200000,10800000,4,833,2600000,1000000,8700000,2600000,Onaylandı,2025-05-03
387,687,5,Lise Mezunu,Evet,9400000,35300000,16,302,4100000,12500000,37000000,12900000,Reddedildi,2025-08-25
388,702,1,Lisans Mezunu,Hayır,2300000,6600000,2,357,5900000,200000,6000000,2200000,Reddedildi,2025-08-30
389,324,5,Lise Mezunu,Hayır,4300000,14500000,12,302,12500000,4300000,12500000,5100000,Reddedildi,2025-03-29
390,699,0,Lisans Mezunu,Evet,6200000,22400000,18,873,15700000,6600000,15800000,8200000,Onaylandı,2024-05-15
391,28,0,Lise Mezunu,Evet,7200000,19800000,12,658,12700000,8100000,25000000,7300000,Onaylandı,2024-11-20
392,745,5,Lisans Mezunu,Evet,2400000,8700000,18,877,2800000,2900000,7100000,1100000,Onaylandı,2025-04-18
393,240,3,Lise Mezunu,Hayır,2900000,6300000,8,648,3400000,3400000,7600000,1400000,Onaylandı,2024-04-16
394,125,1,Lisans Mezunu,Hayır,1400000,5200000,12,730,2900000,0,3700000,700000,Onaylandı,2024-05-18
395,508,4,Lise Mezunu,Evet,2200000,8200000,14,737,5800000,2800000,8200000,1400000,Onaylandı,2024-01-27
396,404,2,Lisans Mezunu,Evet,800000,3200000,10,584,0,200000,2100000,700000,Reddedildi,2024-03-01
397,828,0,Lisans Mezunu,Hayır,600000,1700000,2,621,400000,400000,2000000,200000,Onaylandı,2024-01-27
398,39,4,Lisans Mezunu,Evet,700000,2700000,16,583,1100000,1200000,1400000,300000,Onaylandı,2024-02-22
399,393,2,Lise Mezunu,Hayır,8400000,25900000,16,621,8600000,13400000,33500000,4200000,Onaylandı,2024-08-21
400,477,2,Lise Mezunu,Hayır,7100000,21500000,16,610,5800000,12100000,14200000,9300000,Onaylandı,2024-02-15
401,892,4,Lisans Mezunu,Hayır,5400000,15700000,18,452,13700000,2600000,16500000,6600000,Reddedildi,2025-04-26
402,700,5,Lisans Mezunu,Hayır,3700000,7300000,18,339,9300000,100000,13900000,5300000,Reddedildi,2024-05-26
403,246,3,Lisans Mezunu,Evet,5200000,15200000,16,650,1300000,5700000,13500000,4100000,Onaylandı,2024-06-29
404,986,4,Lise Mezunu,Evet,200000,700000,10,672,200000,200000,300000,300000,Onaylandı,2025-10-16
405,661,3,Lisans Mezunu,Hayır,500000,1000000,20,501,800000,800000,900000,200000,Reddedildi,2024-10-22
406,844,2,Lise Mezunu,Evet,1800000,5700000,4,809,1200000,1900000,6300000,2400000,Onaylandı,2024-05-30
407,528,5,Lisans Mezunu,Evet,9200000,29400000,8,318,18000000,5900000,33800000,5400000,Reddedildi,2024-10-25
408,447,4,Lise Mezunu,Hayır,900000,3300000,10,649,0,400000,1800000,1200000,Onaylandı,2025-10-24
409,242,3,Lise Mezunu,Hayır,7500000,28300000,12,367,9200000,11300000,22700000,7000000,Reddedildi,2025-10-12
410,542,5,Lise Mezunu,Hayır,3000000,11800000,6,847,8200000,2200000,7100000,2300000,Onaylandı,2024-04-11
411,971,5,Lisans Mezunu,Hayır,7100000,18900000,12,360,10700000,1100000,19800000,8500000,Reddedildi,2024-01-17
412,96,1,Lisans Mezunu,Evet,3500000,7200000,2,865,4100000,3200000,11900000,4200000,Onaylandı,2024-07-27
413,536,4,Lise Mezunu,Hayır,4900000,18800000,16,880,4200000,4700000,13200000,2600000,Onaylandı,2025-04-11
414,1,1,Lisans Mezunu,Hayır,4100000,8400000,20,608,1400000,8000000,10000000,4400000,Onaylandı,2025-06-13
415,984,0,Lisans Mezunu,Evet,800000,2100000,6,760,300000,100000,1600000,600000,Onaylandı,2024-11-09
416,315,3,Lisans Mezunu,Evet,1700000,4600000,12,385,1500000,1300000,5200000,1700000,Reddedildi,2025-10-23
417,315,0,Lisans Mezunu,Evet,6100000,23300000,12,478,3800000,2300000,17700000,4900000,Reddedildi,2025-10-05
418,367,1,Lisans Mezunu,Evet,2100000,7700000,16,327,5000000,500000,4700000,2300000,Reddedildi,2024-08-16
419,291,0,Lisans Mezunu,Hayır,3100000,9300000,6,663,1300000,1400000,8100000,3800000,Onaylandı,2024-03-02
420,220,2,Lise Mezunu,Evet,1700000,3500000,20,693,2200000,1400000,4800000,1700000,Onaylandı,2025-04-20
421,496,3,Lisans Mezunu,Hayır,1700000,5400000,6,710,4800000,700000,5800000,1700000,Onaylandı,2024-01-05
422,436,4,Lise Mezunu,Evet,4000000,14500000,6,711,2400000,5700000,10900000,4100000,Onaylandı,2024-10-30
